M_BH,M_sph,R_e,sSFR
8.349908,11.276361,0.20536594,-9.983739
8.079064,10.842111,0.33653432,-9.924946
8.491268,10.910774,0.5405517,-9.826385
8.141447,10.73316,0.45701504,-9.932563
7.873505,10.355805,0.16835594,-9.832455
8.674243,11.014551,0.34395802,-9.919973
8.707782,11.244529,0.7773249,-10.291705
8.173655,11.194628,0.42371744,-9.849993
8.712205,11.055856,0.54750705,-9.9236145
10.152053,12.190815,0.7462101,-9.749909
8.864369,11.2159815,0.98168075,-9.938108
8.319397,10.693301,0.9581301,-9.96596
8.234038,10.98095,-0.086342,-9.919743
8.477513,11.0309925,0.31573516,-10.063461
8.096974,10.878849,0.2824139,-9.721623
8.00238,10.80125,0.07726303,-9.903084
8.299196,10.661173,0.44393188,-9.989812
10.006693,11.997218,0.81040907,-9.859255
8.277382,11.014421,0.42102548,-9.877805
8.267317,10.960075,0.40437752,-9.882227
9.40952,11.7751,0.65627617,-10.160569
9.075327,11.3115015,0.9606415,-9.992509
8.684232,10.968576,0.83279866,-10.068279
9.183916,10.945008,0.92460656,-9.719235
8.035668,10.335551,0.4499387,-9.969061
9.276363,11.282607,0.81873965,-10.18188
8.855329,11.072853,0.84852123,-10.235955
8.0042515,10.776033,0.31492117,-9.969422
8.354118,10.695057,0.36552355,-9.938193
9.178241,11.442307,0.46716768,-9.66646
8.933011,11.050675,0.7125373,-10.035727
8.181157,11.004711,0.3571754,-9.9668665
8.863066,11.031883,0.35032728,-9.841581
8.655054,10.977813,0.21583605,-9.978256
8.42095,10.71865,0.3849206,-9.871532
8.227974,11.017136,0.43815053,-9.883016
8.428699,10.9260645,0.42962807,-9.773537
8.110159,11.075847,0.40323657,-9.887207
8.124665,11.026198,0.38813835,-9.775367
8.089026,11.174136,0.25208646,-9.876348
9.936013,12.021462,0.6837797,-9.68436
8.184941,10.692544,0.4596573,-10.005216
8.735011,10.99976,0.43375674,-9.839965
8.345184,10.951261,0.4465269,-10.005929
9.605653,11.613403,0.811751,-9.98307
8.470025,10.845569,0.95536387,-9.9483795
8.392942,10.881784,0.51267934,-10.282429
9.570057,11.660359,0.6937439,-9.570362
8.755243,11.378119,0.3629671,-9.750512
8.461755,11.103729,0.3308869,-9.928687
8.276821,10.736862,0.39420086,-9.809733
8.553972,11.214315,0.45278287,-9.943981
8.864862,10.993838,0.5863055,-9.882431
9.494097,11.6336975,0.5316503,-10.013587
9.253593,11.392739,0.7360874,-10.0348215
8.251327,11.122541,0.34388128,-9.900605
7.969691,10.767997,0.34791967,-9.975709
8.280893,10.787558,0.6935713,-10.038349
8.060039,10.914521,0.30388868,-9.714165
8.102265,10.501511,0.38552946,-9.847149
9.192983,11.510777,0.9546685,-10.0513735
9.044118,11.392917,0.53188294,-9.96324
8.218881,10.597769,0.2535288,-9.98056
8.353701,11.068774,0.3075913,-9.666759
8.175865,11.02148,0.42629611,-9.868685
8.278997,10.784553,0.52070177,-9.873679
8.396924,10.850247,0.563061,-10.019407
8.499173,11.118792,0.09726594,-9.892382
8.919926,11.3816805,0.5033068,-10.013176
8.743866,10.616465,0.8561522,-9.802589
8.794708,11.207776,0.37775934,-9.970663
8.221704,10.394492,0.46567068,-9.842593
8.039706,10.626923,0.40209568,-9.900626
7.901051,10.018427,0.36222816,-9.594196
8.918945,11.0689,0.6944069,-9.925691
9.164373,11.444672,0.5333568,-9.9062805
8.701338,11.147058,0.4446075,-10.011629
8.556735,10.95755,0.3974936,-9.961109
9.129565,11.415551,0.53440285,-9.93652
8.596473,10.971973,0.48325866,-10.098999
7.963779,10.707156,0.36027578,-9.842699
10.167849,12.099087,0.9795054,-9.818592
9.672127,11.998533,0.7068828,-9.830184
8.586455,11.213684,0.32470748,-9.779585
9.119207,11.166571,0.6980129,-10.020409
8.743842,11.045121,0.34090325,-9.915625
8.886948,11.209391,0.9203994,-9.947795
8.158938,10.974205,0.4167233,-9.974607
8.031339,10.507895,0.30359134,-9.847892
8.366614,10.804603,0.53268296,-9.766727
8.68618,10.9391575,0.58395153,-9.434838
8.231108,10.864457,0.017989751,-9.590984
8.378737,11.048405,0.3797495,-10.022317
9.881962,12.161664,0.694499,-9.880265
8.774294,11.228647,0.57831126,-10.063726
8.858759,11.103494,0.40474153,-9.816373
8.717255,11.335585,0.5015212,-9.903818
8.8220825,11.203355,0.3239845,-9.736853
9.0126095,11.236893,0.58641905,-9.940789
8.343544,11.1239605,0.39178443,-9.914156
8.566219,10.86058,0.33675024,-9.913856
8.41881,10.585148,0.5356365,-9.82154
8.944094,11.395806,0.9043886,-9.980464
8.61217,11.136839,0.99020535,-10.749763
8.226932,10.486368,0.38772982,-9.884748
8.868287,11.201565,0.3969926,-9.951273
9.247979,11.137594,0.68672967,-9.98499
8.635652,10.90555,0.52880454,-9.661013
8.976517,11.240801,0.64703184,-9.904945
8.239107,10.512503,0.38921085,-9.769814
8.682925,11.019698,0.4368655,-9.943325
8.311128,10.657408,0.48765385,-9.874754
8.088563,10.710384,0.2468065,-9.780093
8.583674,11.411824,0.31665453,-9.741814
7.9358597,10.828037,0.25970325,-9.929589
9.068903,11.631491,0.43064705,-9.948111
8.930096,11.354418,0.47511005,-9.85977
7.9218273,10.615534,0.32137176,-9.871459
8.360503,10.983505,0.24626239,-9.896131
8.750772,11.06129,0.19577731,-9.790667
8.972078,11.107768,0.64555764,-10.1498
8.446929,11.093023,0.24813275,-9.93855
8.1375,10.572278,-0.12584494,-9.834069
8.301722,10.84394,0.1216879,-9.880684
8.097593,10.828552,-0.097304754,-9.881255
8.868853,10.890095,0.54547656,-9.855321
8.808513,11.137869,0.59651774,-9.975255
8.307542,10.56587,0.4000897,-9.948545
9.450905,11.667112,0.6757771,-9.811729
8.404486,11.037097,0.46766114,-9.733282
8.381451,10.796554,0.48273116,-10.021793
8.102543,10.792728,0.47043008,-9.924372
8.460266,11.239846,0.14604002,-9.827258
8.348979,10.920835,0.5158117,-9.99044
9.616692,11.910273,0.72838426,-10.003274
8.669261,11.097401,0.49079645,-10.044165
8.534031,11.059227,0.5232179,-9.816373
8.537104,10.947873,0.85147387,-10.078455
9.7983465,11.896371,0.74684376,-9.823977
8.362387,10.650478,0.45287228,-9.799662
8.442073,10.866993,0.44213212,-9.764409
8.474711,10.850241,0.79083717,-9.698929
8.187681,10.889744,0.45918205,-9.853057
9.276803,11.283289,0.5516444,-9.952593
8.04253,10.764989,0.22996065,-9.887197
7.906224,10.496505,0.4129225,-9.7486515
9.139719,11.37449,0.48092675,-9.973856
9.506532,11.446264,0.899421,-9.980761
8.464941,10.866431,0.3369135,-9.879998
8.226203,11.022746,0.446092,-9.893456
8.96589,11.896685,0.5556185,-9.845213
9.356275,11.403618,0.5505979,-9.968197
8.089282,10.794032,0.29477292,-9.910521
8.969018,11.191279,0.56699646,-10.051604
8.32501,11.077182,0.39427346,-10.3925295
8.027255,10.97308,0.21861315,-9.828009
8.748182,11.076961,0.4449076,-10.1528015
9.133582,11.008146,0.6080667,-9.583298
8.369035,11.046599,0.3721787,-9.893204
8.836019,11.086323,0.5885443,-9.825774
8.085722,10.581212,0.37928382,-9.723826
7.9871297,10.384018,0.43066907,-9.821196
9.083032,11.687964,0.4962297,-9.968778
8.308899,10.97473,0.48967242,-9.812717
8.527404,10.973828,0.45890328,-9.905328
8.86555,11.035956,0.6340494,-10.000103
8.118617,11.055212,0.28186643,-9.977246
8.0144205,11.087939,0.05081194,-9.903481
8.408494,10.941781,0.32931188,-9.9905205
8.144225,11.077251,0.4172026,-9.881951
8.6389475,10.96392,0.8224215,-9.876687
9.153412,11.114093,0.5994333,-9.908569
9.20007,11.350481,0.623183,-9.957553
9.000355,11.251596,0.50107133,-10.131129
8.748097,11.073424,0.89081305,-9.936725
8.678112,11.066135,1.0347096,-9.895504
8.202468,10.718413,0.8480631,-9.789493
9.156845,11.3475275,0.65637887,-10.030169
8.087623,10.924197,0.48981977,-9.779585
8.14002,10.940894,0.42468044,-10.9907
11.020822,12.583864,0.96303654,-9.663577
9.859367,12.037266,0.75368434,-9.624508
8.085523,10.253307,0.6426185,-10.089526
9.297977,11.255707,0.7788795,-10.049423
8.065134,10.791563,0.2609158,-9.92237
9.016191,11.285107,0.5284845,-10.029797
8.872489,11.364576,0.29022393,-9.866208
8.531957,10.905081,-0.2557001,-9.958759
7.9665117,10.671418,0.49284387,-9.798169
8.213579,10.78227,0.31441516,-9.9757805
8.302805,10.915891,0.20899872,-9.88035
8.518716,10.7550955,0.40289056,-9.984692
8.054668,10.8583975,0.43703946,-9.83488
10.367343,12.0999565,0.7783043,-10.010082
8.399916,10.571611,0.5221839,-9.85655
9.229871,11.085739,0.73039764,-10.002219
8.225518,10.998138,0.56790817,-9.8322315
8.253496,10.904138,0.532417,-9.910141
8.555942,11.016778,0.30204585,-9.86816
8.233275,10.92981,0.7590228,-9.970137
8.943213,11.342132,0.33601114,-9.997404
8.330086,10.994078,0.32259163,-9.908053
8.0809555,10.877742,0.3847236,-9.95789
7.9955435,10.047599,0.5350535,-10.409092
8.908957,11.530547,0.36306554,-9.964553
8.172435,10.75372,0.36444414,-9.995975
8.171486,10.951343,0.26221284,-10.202119
8.555717,10.923278,0.518028,-9.975735
7.301904,10.367721,0.08733224,-9.589684
10.160517,11.959921,0.74091643,-9.72632
8.137741,10.676922,0.36195776,-9.864981
8.715242,11.18207,0.43245655,-9.759504
8.375506,10.78429,0.34470674,-9.947248
7.879134,10.583149,0.33771545,-9.791065
8.437761,11.194139,0.46698952,-9.756889
9.178247,11.590107,0.47211024,-10.04685
10.543064,11.981134,0.7605423,-9.538214
8.260558,10.651937,0.24787925,-9.9941025
8.5629015,11.412921,0.31881797,-9.988128
8.072331,10.598086,0.30003244,-10.611683
7.0926704,10.263039,-0.004370946,-10.736657
8.124193,10.422321,0.33457753,-9.93968
8.513337,11.095596,0.55121017,-9.903454
8.242418,10.890191,0.33594716,-9.724213
8.42318,11.038307,0.46638936,-9.8296585
8.03733,11.159708,0.2671072,-9.902533
9.308202,11.538178,0.60004926,-9.927381
8.63604,10.610427,0.32410264,-9.919698
8.596853,11.057211,0.42582914,-9.923826
8.337031,10.91506,0.3367624,-9.722336
9.176513,11.245412,0.79597497,-9.950496
8.40722,10.73725,0.48153538,-9.7544985
8.700742,10.990934,0.39674097,-9.954724
8.425594,11.100225,0.29367992,-9.991774
7.997393,10.627339,0.1736973,-10.0604515
8.0817585,10.705799,0.25651228,-9.884609
8.576793,10.928149,0.4505933,-9.988104
7.9829507,11.067148,0.18952179,-9.995278
8.638061,11.078696,0.14576441,-10.050192
9.839273,12.071081,0.654699,-9.876161
8.805964,11.186395,0.80789983,-9.975793
7.963971,10.984085,0.34994468,-9.88257
8.131596,10.555925,0.7963528,-9.825661
8.351485,10.8865185,0.5160837,-9.874526
8.053039,10.910046,0.33158723,-9.950634
7.999148,11.111606,0.25354058,-9.914497
7.9488044,10.905963,0.37661144,-9.859453
8.375206,11.106077,0.37238753,-10.010674
8.279375,10.704786,0.47619462,-9.883211
8.130208,10.389039,0.36929747,-9.8354645
9.347432,11.477795,1.0106083,-9.863785
8.146584,10.518632,0.86450994,-9.785789
8.267643,11.007558,0.29986337,-9.903108
8.177451,10.545776,0.17637134,-9.725642
8.180556,10.953855,0.43546888,-9.900339
7.6974325,11.006162,0.2836458,-9.909582
8.5255575,10.934909,-0.02624495,-9.904473
8.929672,11.586733,0.30608666,-9.964047
8.578611,10.963314,0.55919635,-9.87619
8.147871,10.716057,0.2601371,-9.643999
9.045238,11.141595,0.6095416,-9.911277
8.339651,10.801411,0.5046591,-9.938039
8.18679,10.749786,0.31062284,-9.848217
8.754565,11.047929,0.71828854,-9.947724
8.056944,10.575883,0.78547984,-9.8941765
9.044018,11.199537,0.68019414,-9.779757
8.168441,10.87964,0.11626088,-9.975231
7.95509,10.844149,0.29749268,-9.845114
9.103664,11.493933,0.9847653,-10.28706
8.564683,10.849374,0.41828394,-10.007662
9.277086,11.373548,0.70328206,-9.879345
8.233369,10.722811,0.4634377,-9.770805
8.74945,11.108699,0.47581896,-10.374073
8.227958,10.769428,0.3778556,-9.75297
8.235628,10.902308,0.3556639,-9.905901
7.968747,10.806473,0.25092348,-10.0257015
10.153526,12.17021,0.9224257,-9.891122
8.452314,10.726299,0.5388297,-9.854359
8.523412,10.904771,0.23362982,-9.972364
9.102857,11.239641,0.77806026,-9.997958
7.89408,10.099314,0.97482926,-9.472759
8.50207,10.979128,0.47897378,-9.850462
8.364032,10.98384,0.2730411,-9.761599
8.744167,11.010233,0.6656236,-10.752178
9.469235,11.679227,1.1842736,-10.234168
8.963028,11.263433,0.40073645,-10.056971
9.219924,11.195102,0.37557337,-9.961573
9.050605,11.22216,0.62099284,-9.905508
9.416349,11.543702,0.48387593,-9.883323
8.499215,10.963801,0.59427345,-10.014735
8.017915,10.386055,0.2660648,-9.863201
9.526911,11.757538,0.4978339,-9.506169
9.693104,12.004869,0.55307806,-9.745468
8.860494,11.251341,0.56361127,-9.66231
9.898393,11.823071,0.8152897,-9.847913
8.092516,11.120857,0.44197604,-9.814584
9.74904,11.81808,0.8694372,-9.973917
8.63072,11.000633,0.51120836,-10.170728
9.399188,11.381942,0.7992196,-9.71261
8.11218,10.473822,0.35029256,-9.642113
8.188376,11.211631,0.25473952,-9.924685
8.59678,10.891135,0.42937458,-9.913918
8.067196,10.592061,0.39299986,-9.935651
9.094747,11.836001,0.46540874,-9.823105
8.247368,10.599465,0.8881408,-9.864297
7.9509,10.354764,0.30369478,-9.922348
8.332331,11.084429,0.41397953,-9.881481
8.666164,10.70935,0.49881953,-9.922911
8.418875,10.668777,0.32753634,-9.850596
8.124568,10.533142,0.56545854,-9.964004
8.72667,10.96825,0.37585083,-9.929097
7.9450974,10.459948,0.56180346,-9.923794
7.6537523,10.792194,-0.12149431,-9.875028
8.296629,10.770896,0.49118194,-10.00215
8.315301,10.904662,0.47117984,-9.930365
8.87076,11.173174,0.55327046,-9.843889
8.5912285,10.90015,0.38567266,-9.9772835
8.118956,10.7325115,0.42732227,-9.833243
8.302466,10.602065,0.30776566,-9.94699
8.414216,10.834598,0.5474796,-9.759274
9.389616,11.415462,0.716995,-9.86935
8.662591,11.220046,0.2949315,-9.896144
9.084339,11.36592,0.95990217,-10.391787
8.298464,10.890773,0.4647496,-9.986773
8.113982,10.660495,0.0875659,-9.801288
8.013705,10.8377,0.43407035,-9.796364
7.9135313,10.419118,0.90876377,-9.867001
7.8525834,10.432824,0.7555719,-9.607545
8.939568,11.647292,0.3189578,-9.95712
8.09812,11.134826,0.32744643,-9.966005
8.397769,10.981031,0.35215867,-9.779021
8.773649,10.984068,0.35215908,-10.006134
8.48806,10.851961,0.21853217,-9.697092
8.634725,11.238889,0.37979236,-10.002821
8.306809,10.832871,0.16275348,-9.997366
9.449295,11.73932,0.5710827,-10.006876
7.9062114,10.802985,0.047859754,-9.83509
7.980305,10.684469,0.31599343,-9.9550705
8.737184,11.073483,0.60736984,-9.898284
9.355034,11.31728,0.82634234,-10.194189
8.912983,11.16585,0.4632584,-9.891536
8.211564,11.022728,0.43138924,-9.745422
8.279382,10.989677,0.56386805,-9.888158
9.668496,11.779251,0.50494057,-9.876865
10.591375,12.382717,0.912388,-9.80798
8.780216,10.780011,0.53367364,-9.726902
7.877082,10.173221,0.34002885,-9.8419
8.851826,10.884194,0.22434148,-10.060387
8.5506525,11.127699,0.27824092,-10.018418
8.443295,10.8125515,0.39590037,-9.761705
7.9946756,10.593056,0.28556952,-9.750018
9.285133,11.318968,0.69395274,-9.6841345
8.626492,10.7314205,0.50512743,-9.920121
8.150687,10.899382,-0.08998953,-9.984465
7.953927,10.200406,0.17932494,-10.011895
8.666309,11.25975,0.36290056,-9.976318
8.989681,11.209611,0.58475924,-10.083406
8.842353,11.023459,0.7401525,-10.528758
8.271463,11.055347,-0.028155977,-9.945782
8.493065,10.789019,0.44280702,-10.716929
9.789465,12.13364,0.6176718,-9.958311
8.238365,11.015043,0.33636507,-9.977705
9.428418,11.433609,0.72237873,-10.007363
8.285768,11.038901,0.35864517,-9.746104
7.951749,9.782943,0.61990315,-9.7908535
8.724718,11.025695,0.28870746,-9.975356
7.980233,10.627183,0.38925675,-9.720941
8.489734,11.122544,0.8750334,-9.8815775
8.676603,11.080136,0.5569231,-9.930778
8.768863,11.149761,0.45826572,-9.970625
8.959732,11.269517,1.0659981,-9.83099
8.634605,11.0551195,0.49332067,-9.93042
8.41017,10.787065,0.42101213,-9.834869
8.224781,10.624927,0.41638654,-9.824481
8.787113,10.906309,0.49969158,-9.889215
8.0426235,11.025582,0.2608486,-9.847012
8.990851,11.181628,0.69626904,-10.052927
8.88869,11.208905,0.60597163,-9.928973
9.188278,11.6213875,0.59669244,-10.009185
8.236268,11.199732,0.4424333,-9.467092
8.077791,11.147811,0.29522943,-9.869168
8.422583,11.024471,0.33598202,-9.890238
8.214546,10.954307,0.4048332,-9.922844
8.762884,11.101931,0.4045104,-10.00721
8.643538,10.770917,0.31803435,-9.893658
8.10007,10.9163,0.17977853,-9.909989
8.103373,10.497832,0.3759588,-9.822486
8.008346,10.738651,0.34348723,-9.87711
8.216825,10.919171,0.37557608,-9.938847
8.029733,10.80027,0.4111269,-9.829504
8.32349,10.974436,0.46835315,-9.865824
9.044439,11.190855,0.38927338,-9.969487
8.504908,11.183582,0.34055173,-9.888938
9.54259,11.801556,0.4510445,-9.96673
8.076406,11.070719,0.3122347,-9.905717
8.68475,11.161897,0.60253614,-9.921807
8.240442,10.983704,0.45337015,-9.898672
8.191222,10.904487,0.4820431,-9.855555
8.039918,10.550172,-0.15686418,-9.84565
8.244176,10.927634,0.047512125,-9.828507
7.903676,10.4418745,0.5464871,-9.839254
8.080754,10.917794,0.33110854,-10.016018
10.07734,12.421175,0.67360014,-9.840101
8.3751135,10.460966,0.75047576,-10.494493
9.2401085,11.4406185,0.570187,-9.91601
8.468453,10.998447,0.28945687,-9.870391
8.632806,11.063462,0.53724694,-9.832744
8.625748,10.984073,0.09208626,-9.87261
8.345571,11.046836,0.42732897,-9.921993
8.429656,10.9232645,0.85034585,-9.896822
7.872417,10.515975,0.3967088,-9.780399
8.629871,10.883992,0.38727665,-9.880875
8.127767,10.795997,0.4666379,-9.971067
9.3576765,11.659701,1.0156069,-9.969086
8.154919,10.694133,0.13947932,-10.026613
8.105021,11.130427,-0.07498788,-9.956967
8.071233,11.017858,0.39670733,-9.809295
8.406289,10.65301,0.3703707,-9.83831
8.692326,11.020769,0.37749016,-9.8868685
8.261249,10.885166,0.29051074,-9.937214
7.9417653,10.881662,0.24432302,-9.854223
8.970425,11.186069,0.22216524,-9.802957
8.394378,10.628183,0.4592222,-9.772465
8.401487,10.906936,0.36297694,-9.937575
9.064094,11.593148,0.43773144,-10.025113
8.2987585,10.674272,-0.13859037,-10.015832
8.967551,11.245809,0.6120042,-9.648617
8.078401,10.838792,0.4049899,-9.888226
8.781509,11.297762,0.36795312,-9.970949
8.599754,11.001571,0.08662049,-10.062783
8.069891,10.865697,0.21090327,-9.944896
8.225237,11.11463,0.22474587,-9.871052
8.271865,10.822483,0.5462595,-10.02055
8.929896,11.039124,0.42844066,-10.011796
8.355256,10.410728,0.14407781,-9.680302
8.711249,11.125353,0.5321361,-9.96032
9.890554,11.77236,0.80742943,-9.818601
8.705039,10.976128,0.38938937,-9.905038
8.15321,10.586017,0.68610114,-9.907025
9.009601,11.415699,0.9402092,-9.959821
8.523505,10.847957,0.2005555,-9.9008045
8.774436,10.666726,0.6018738,-9.816752
8.0360365,11.210752,-0.059037935,-9.925983
8.624074,10.583549,0.43077922,-9.744625
8.085761,10.950476,0.37200877,-9.813709
8.11099,10.778488,0.48186034,-9.791633
8.213232,10.880985,0.304393,-9.964073
8.735023,10.583536,0.6085656,-9.904814
8.309349,10.929307,0.3720281,-9.897008
8.177803,10.879139,0.43043977,-9.846631
9.198131,11.503344,0.96237135,-9.891903
8.641533,11.201771,0.25661853,-10.028713
8.614763,11.343404,0.3264644,-9.830245
8.446797,11.173359,0.31105697,-10.015694
8.78422,11.276323,0.95307106,-10.041153
8.2526655,10.709339,0.37292436,-9.953239
8.330763,10.494475,0.6124805,-9.779852
8.019223,10.56229,0.35899636,-9.848643
8.423354,11.051909,0.32922316,-9.876947
8.121426,10.954486,0.41059023,-9.859177
8.239518,10.412117,0.47221047,-9.834121
9.066645,11.328284,0.9701043,-9.981755
8.552374,11.118871,0.33985198,-9.996284
8.059087,10.479496,0.42581308,-10.157721
8.075263,10.919404,0.25797674,-9.802538
8.061743,10.982705,0.30427498,-9.935331
8.69088,10.972526,0.49083614,-9.653177
8.367738,10.799902,0.16917886,-9.356856
8.452595,11.1868515,0.43131596,-9.913368
7.943262,10.560255,0.59526443,-9.793985
8.45863,11.103235,0.28859663,-9.916808
8.514214,10.969961,0.47121322,-9.919713
8.558183,11.002276,0.51324624,-9.949882
8.682673,11.02364,0.67972076,-9.91501
8.874192,11.4728565,0.51177895,-9.92691
9.151242,11.144175,0.6353319,-9.825693
9.242256,11.426986,0.5765501,-9.974711
9.394775,11.463885,0.6146941,-9.834453
9.121575,11.481021,0.45709848,-9.962489
8.767211,11.026708,0.3838298,-9.9440775
8.093587,10.860304,0.10793938,-9.8123045
9.193473,11.223884,0.5792549,-9.846842
8.144942,10.974704,0.25219533,-9.767898
9.168734,11.22779,0.5652493,-9.881256
9.705014,11.745008,0.76094073,-9.971264
8.6449995,10.779019,0.60008943,-9.810479
9.184412,11.157983,0.7382604,-9.983366
8.970382,11.093652,1.0206078,-9.742506
9.069399,11.275032,0.44833615,-9.786787
8.685328,11.101354,0.7761162,-9.923883
9.271438,11.303599,0.8467232,-10.082897
8.205329,10.402682,-0.13256568,-9.691586
7.977445,10.540298,-0.060753256,-10.07568
8.116441,10.741249,0.22748621,-9.891855
8.953638,11.284872,0.45498443,-9.778646
8.807734,11.133578,0.63443846,-10.202491
8.484324,11.091792,0.3366416,-9.9706955
8.56575,11.151122,0.36812025,-9.921183
8.166629,10.834458,0.13899893,-9.9237795
8.862611,11.398709,0.17216705,-9.861926
9.236901,11.476929,1.0166003,-10.013961
8.234634,10.651779,0.36222878,-9.877222
8.204825,10.499723,-0.064709105,-9.946078
8.132688,10.909123,-0.33497813,-9.8740225
8.734712,10.867363,0.6358822,-9.761081
8.99663,11.193036,0.33740935,-9.791156
9.292202,11.466537,1.1166825,-9.975283
8.7830305,11.083113,0.59360844,-9.950579
8.700567,10.990458,0.44747883,-10.092153
7.920771,11.005198,0.044222206,-9.91656
7.849272,10.065603,0.81366235,-9.711361
7.9902406,10.387521,0.62967646,-9.796982
8.149673,11.160111,0.16733535,-9.862613
7.8748474,10.630519,0.2526734,-9.98364
8.408075,10.570907,0.59317195,-9.856385
8.464597,11.158385,0.34369203,-9.84601
9.072161,11.310703,0.48295224,-10.060033
9.008968,10.903109,0.8109278,-9.604991
8.183916,10.876034,0.50244766,-9.815448
8.67184,11.070204,0.5651008,-9.87743
8.376447,10.740311,0.7449514,-9.83891
8.67606,10.8798685,0.39397848,-9.980471
8.348538,10.9248905,0.47389752,-9.711814
8.0611725,10.954913,0.2359316,-10.009506
9.271939,11.466829,0.5752872,-9.822651
9.539535,11.665556,0.72967523,-9.972124
7.9107003,10.8947525,0.33527333,-9.889818
8.513347,11.084988,0.46148744,-9.956841
8.182089,10.625749,0.8470353,-9.9746065
7.9985757,10.676586,0.13737752,-9.936592
8.376145,11.077003,0.80913234,-10.703719
7.931166,10.523982,0.48863137,-9.985513
8.102847,11.089844,0.2428035,-9.896385
8.431272,10.990971,0.4482863,-9.749905
10.27593,12.3522625,0.76135653,-9.884574
8.11328,10.905284,0.12412554,-9.853476
8.469927,10.885388,0.2308898,-9.91513
8.618475,10.970874,0.5707402,-9.826833
8.25895,10.66357,0.20448011,-9.810151
8.106068,10.257395,0.7351547,-9.777764
8.026856,10.860824,0.10240853,-9.8756895
8.411543,10.849524,0.31140652,-9.87808
8.255371,10.846595,0.5857054,-9.908309
8.578638,10.963607,0.92274684,-9.958464
8.856638,10.895312,0.2019134,-9.832813
8.195301,10.781412,0.49135733,-9.912001
9.338079,11.608285,1.0733134,-10.183628
8.088498,10.568163,0.15535922,-9.824822
8.164075,10.449304,0.48129869,-9.994863
8.252992,11.186113,0.33336136,-9.857188
8.473256,11.087926,0.1784353,-9.963314
8.09306,10.5735855,0.45040286,-9.851678
8.210454,10.969102,0.26004213,-9.932852
8.043177,10.5616255,0.29896626,-9.870326
8.0621605,10.888708,0.10647458,-9.951196
8.0539255,10.589923,0.33315846,-9.999991
8.884336,11.112989,0.6568953,-10.023752
8.463085,11.117439,0.350338,-9.846722
8.641062,10.725189,0.23939742,-9.878653
8.081895,10.876001,0.32923344,-9.93441
8.0985365,10.569843,0.36396843,-9.9164095
8.012695,10.543131,0.39436826,-9.83712
9.445006,11.471783,0.6117801,-9.787176
8.89924,11.230869,0.39641067,-9.716147
10.319896,12.294251,0.86747956,-9.921868
8.671263,11.045499,0.5639071,-9.643447
9.390603,11.421049,0.59186727,-9.845613
8.130239,11.058844,-0.023339106,-9.997479
8.01785,10.938908,0.16397306,-9.812896
8.911491,11.28625,0.4255259,-10.077291
9.097783,11.206438,0.3112482,-10.274132
8.583535,10.93329,0.30775854,-9.932412
8.612424,10.666255,0.81192493,-9.762963
8.249271,10.595096,0.79969263,-9.622007
8.773858,10.655448,0.8637583,-9.730954
8.998621,11.183997,0.49550575,-9.99144
8.619251,10.887755,0.6117421,-10.266309
8.3772745,10.656333,0.42177805,-10.035207
8.514064,10.898428,1.0030239,-9.890067
8.009568,10.198826,0.35687363,-9.859364
8.570463,10.900605,0.38832778,-9.9404745
8.093942,10.67631,0.43542498,-9.781933
9.199026,11.215826,0.682505,-10.013195
9.254289,11.534005,0.39162335,-9.600788
9.632921,11.800996,0.7419104,-9.870336
9.575543,11.554825,0.8001286,-10.076933
9.271144,11.49462,0.49676627,-9.971155
7.4225826,10.992797,0.09707499,-9.804863
8.044613,10.778848,0.20345059,-9.790809
8.260282,10.696876,0.4533667,-9.909512
8.719129,10.762915,0.64970446,-9.592128
8.427597,10.676646,0.34665385,-9.689977
8.632158,10.830774,0.4283423,-9.873458
8.411233,10.8578825,0.5202337,-9.891183
8.195348,11.158226,0.3290255,-10.196222
8.001762,10.959309,0.22539286,-9.872137
8.308271,10.995077,0.4636173,-9.812292
8.175737,10.21919,0.56991804,-9.901824
8.603841,11.158385,0.49203235,-9.925124
7.883962,10.229415,-0.20785129,-9.846114
9.825022,11.642183,0.9276613,-9.839883
8.126787,11.369334,0.24933673,-10.013794
8.515528,11.037317,0.4399919,-9.943704
9.883424,11.957169,0.5959585,-9.590261
9.949471,11.950329,0.6989865,-9.585942
7.9188037,10.84999,0.3800311,-9.681393
7.7359195,10.631324,0.18120742,-10.233115
8.2665,11.1359215,0.2784738,-9.890213
8.040364,10.573805,0.3838315,-9.832348
7.70047,10.123971,0.33555952,-10.417385
7.998235,10.544215,0.39488947,-9.771748
8.887823,11.177499,0.720413,-10.043106
7.595758,10.801753,0.3757625,-9.805166
7.986525,11.066293,0.35477537,-9.80485
7.473867,10.793928,0.10607723,-9.858454
7.9991508,10.256713,0.11910401,-9.980225
8.96913,10.971685,0.49821144,-9.59139
9.311922,11.313549,0.8113115,-9.9005995
8.198055,10.780778,0.39192578,-9.82865
8.093355,10.430306,0.47076225,-9.762971
8.685896,10.9583025,0.35962024,-9.954817
8.330602,11.06095,0.40895513,-10.20422
9.566192,11.816803,0.7367809,-9.906977
8.210252,10.885383,0.4510221,-9.8722105
8.050341,10.959299,-0.21558748,-9.899753
8.445378,10.688645,0.45133698,-9.950683
8.873218,11.318799,0.42718887,-9.92864
8.462562,11.70876,0.5078523,-9.933265
8.387626,11.055973,0.4152171,-9.880462
