M_BH,M_sph,R_e,sSFR
8.901361,11.3314905,0.9748277,-14.609544
8.682205,11.01078,0.7837689,-12.93329
8.431123,10.954276,0.8098687,-11.683139
8.327503,11.208793,0.6787527,-12.207483
8.346581,10.881961,0.8311235,-12.332805
8.589604,11.093226,0.63961744,-12.428999
9.540183,11.874707,0.5358666,-12.407119
8.350347,10.848858,0.8241335,-11.715506
8.412927,10.973765,0.7991195,-11.822249
8.792073,11.17923,0.74250215,-12.083045
8.568851,11.119802,0.8058965,-14.689819
8.677486,11.249282,0.9545708,-13.061529
8.749237,11.310018,1.0157751,-13.471848
8.107545,10.684536,0.70229864,-11.926755
9.0379925,11.53112,1.152594,-13.526294
8.503318,11.155349,0.8260821,-11.683809
8.632672,11.051879,0.88606787,-17.128782
8.696397,11.072283,1.0920414,-12.448943
8.370791,10.875546,0.77823114,-12.619906
8.667766,10.802091,0.7333826,-12.946295
7.979722,10.419556,0.8667432,-12.44283
8.740893,11.176231,0.68856704,-11.694046
8.142219,10.256343,0.63828146,-12.149603
9.367379,11.741489,1.0486125,-12.306953
8.374802,11.044146,0.7142069,-14.729236
8.544105,11.083986,0.7718288,-13.007098
8.609501,10.82179,0.91146773,-11.9583235
8.507666,10.645888,1.0327947,-11.584732
8.317192,11.058518,0.66390646,-13.542276
8.7143545,11.248547,0.93648,-13.84643
8.502273,11.096614,0.8201551,-13.746716
8.702979,11.162631,0.897724,-13.258886
8.735951,11.068368,0.98801446,-11.749772
8.430333,10.737507,0.78078735,-13.403624
8.206361,10.849325,0.66328084,-14.410067
8.337376,11.024052,0.6930754,-13.048716
9.233507,11.479138,0.80105233,-13.464228
8.720589,11.126657,0.944723,-12.942618
8.567954,11.076154,0.77338517,-12.588515
8.559386,11.0931,0.8678576,-12.9515
8.50983,10.895758,0.5302117,-14.443863
8.258846,11.023998,0.6816353,-12.307176
8.425458,10.9131975,0.8089886,-12.753754
8.408334,10.945229,0.8349749,-12.386408
8.32681,10.905587,0.809461,-12.826923
8.718313,10.958118,1.038923,-12.436712
8.823188,11.031538,0.96015054,-13.466069
8.838179,11.069578,0.8645699,-13.668319
8.200749,10.597389,0.81994575,-13.293116
8.393753,10.878587,0.72132933,-11.739283
8.495589,10.9780655,0.87410253,-11.591147
8.945775,11.388616,0.8329092,-14.405186
8.3135805,10.717323,0.5162893,-12.448568
8.439847,11.171181,0.8405005,-14.641039
8.5770645,11.10607,0.92719173,-14.25668
8.368782,10.829026,0.81699425,-12.187348
7.9220386,10.513448,0.6897268,-11.7881975
8.499071,10.92786,0.76406306,-11.79976
7.888889,10.436778,0.8597269,-11.729532
8.523541,11.189805,0.8152658,-13.269882
8.303102,10.876494,0.80217344,-13.113548
8.421413,10.950949,0.85840297,-14.1055
8.458601,10.951221,0.86721885,-11.56056
8.711658,11.367175,0.9962632,-16.831718
8.599003,11.077664,0.6365779,-11.627457
8.466075,10.558701,0.7895118,-12.939558
8.674899,11.178837,0.87341094,-11.597814
8.725203,10.868464,0.78422165,-13.50007
8.510789,11.148009,0.74192375,-17.145962
8.609802,11.135792,0.7830497,-12.78479
8.800035,11.1982,0.690475,-12.554008
8.08687,10.541595,0.8912,-11.7747
8.4992485,10.554586,0.58915114,-13.317734
8.405194,10.4612875,0.5188823,-13.183815
8.281933,10.609623,0.7033436,-12.286637
8.715616,10.855972,0.6610473,-12.906965
8.903239,11.300858,0.8887539,-13.182369
8.63041,11.122988,0.80335474,-12.937442
8.768102,11.067371,0.9721641,-12.696366
8.453443,11.143288,0.84307885,-16.425983
8.892364,11.291813,0.8992317,-13.449184
8.247164,10.923095,0.7095658,-14.696056
7.64882,10.117348,0.8378889,-11.52961
7.8812537,10.327951,0.5524975,-11.432692
8.333054,10.328282,0.62753516,-12.258865
8.617575,10.832658,0.749087,-13.588551
7.8925138,10.068376,0.5694142,-11.719338
8.500944,10.807501,0.5928634,-13.182274
8.615052,11.1116495,0.8722147,-13.052616
9.043578,11.647492,0.9679179,-13.124471
8.547371,10.859804,0.9270352,-11.895106
7.90136,10.196745,0.7252509,-11.776861
8.614585,10.936757,0.90172905,-12.078482
8.570483,11.1458845,0.7871189,-12.431349
8.712682,10.968257,1.0215602,-13.239441
7.9256487,10.743492,0.49976116,-11.035034
8.661934,11.148142,0.7778625,-13.694092
7.004918,10.242574,-0.27427137,-12.315945
8.087621,10.158941,0.8259256,-12.803986
8.586065,10.890365,0.8389677,-14.890226
8.938813,11.434246,1.0333071,-12.841449
9.06499,11.2683525,1.0323195,-14.458574
8.210575,10.832792,0.5564998,-16.038755
8.491572,11.137321,0.76792574,-13.8308525
8.890928,11.293121,1.0906334,-17.597958
8.717932,11.011345,0.7628044,-12.786002
8.260688,10.705985,0.76948386,-11.579222
8.5202055,10.615309,0.8035689,-13.189149
8.359326,10.935777,0.81415987,-13.136697
8.681078,10.683058,0.3835224,-13.10806
8.876365,11.171091,0.88676476,-15.520348
8.389272,10.821396,0.636921,-12.275083
8.624928,10.899247,0.9551586,-11.74988
8.607166,11.123513,0.9079642,-12.347739
8.228789,10.665635,0.69704396,-11.75158
8.621262,11.247532,0.8182908,-13.18558
8.338657,10.787813,0.7327024,-12.232619
8.951527,11.383597,0.86621064,-12.861465
8.802371,10.910005,0.71154773,-12.681715
8.553254,11.092973,0.835375,-13.144203
8.925423,11.050412,0.8113571,-13.025507
8.62939,11.028801,0.925336,-15.54096
8.134613,10.420285,0.7206671,-11.879219
8.271541,10.74112,0.41533232,-12.91052
8.453343,11.185954,0.7179195,-13.720921
8.792605,11.072304,0.7406607,-13.409024
8.352128,10.8962345,0.56819654,-12.80965
8.426739,11.061967,0.8766103,-14.042934
8.63393,10.905443,0.6812604,-13.412571
8.444564,10.9559,0.5060134,-16.318573
8.1897955,10.911182,0.5679702,-14.659789
8.552697,11.241291,0.8474189,-14.627249
8.591831,11.096366,0.8699031,-11.573159
8.386872,10.65791,0.7734055,-11.998767
8.432378,10.89658,0.74958694,-12.937946
8.315654,10.962376,0.67454827,-13.102994
8.214615,10.671192,0.73676705,-12.772416
8.59443,11.224933,0.79151773,-12.755709
8.139436,10.819631,0.7207604,-13.480576
8.526021,10.875842,0.7243706,-12.176707
9.054154,11.517636,0.86167645,-12.511846
9.205326,11.517697,0.784757,-14.615979
8.544315,11.094251,0.8858162,-11.971462
8.330619,10.706711,0.74028754,-13.739063
8.262422,10.977632,0.45350814,-14.222483
8.932795,11.2944975,1.0101296,-13.520689
8.474465,10.785258,0.7618084,-17.479843
8.813945,11.256213,0.7347486,-14.417523
9.0776415,11.3004055,0.9870021,-14.577475
8.177706,10.846358,0.64367026,-13.404367
8.486745,10.851216,1.0273303,-11.819911
8.322461,11.125932,0.7120342,-13.120576
8.2020855,10.653172,0.6162412,-14.327331
8.398328,10.87309,0.9237741,-15.02849
8.4681015,10.873088,0.8718152,-12.869541
8.23922,10.726639,0.79174244,-11.593267
8.57006,10.96096,0.8833429,-12.031797
8.562128,11.19496,0.77689177,-13.834816
8.177873,10.661941,0.738579,-11.785948
8.126281,10.433268,0.8027033,-11.748987
8.461979,11.035725,0.7677945,-12.342157
8.209307,10.56405,0.8600966,-11.97778
8.5616455,11.154456,0.9596445,-13.569521
8.513358,11.006663,0.78534144,-12.901854
8.006106,10.459096,0.7442343,-13.128191
8.690217,11.156247,0.74372846,-15.743706
8.254953,10.922234,0.8106875,-15.050006
8.568949,10.9213295,0.804986,-13.172413
8.697802,11.01145,0.7502098,-12.180272
8.892124,11.339091,0.79441136,-12.517608
8.515804,10.959038,0.84824806,-14.874931
8.750535,11.205999,0.797535,-12.078691
8.105228,10.503591,0.8105785,-11.764907
8.294405,10.984921,0.74347913,-17.773096
8.804376,11.368521,0.7681788,-15.277069
8.394641,10.883416,0.8800286,-11.710852
8.8547735,11.23241,0.8188243,-15.176961
8.738727,11.375066,0.88687974,-13.418376
8.544904,10.9997425,0.79940593,-13.241413
8.514504,11.070263,0.63012946,-13.125372
8.670536,11.057609,0.96178305,-14.002907
8.193644,10.617832,0.49214715,-12.835336
8.794448,10.951774,0.8668988,-12.943323
8.550177,10.8519945,0.6042986,-13.002945
8.491487,11.0253725,0.74007225,-12.951961
8.526757,11.070425,0.8460308,-13.385109
9.14999,11.423765,0.859478,-13.260804
8.531368,10.9113035,0.9078625,-13.011772
8.671782,11.213459,0.88777936,-14.702695
8.476075,10.832489,0.7236879,-12.34304
8.730394,10.934665,0.9144401,-12.787618
8.370185,11.087972,0.8881172,-12.722542
8.796727,10.900607,0.91392624,-12.364232
8.495623,10.997561,0.911438,-11.857828
8.51549,11.023054,0.7423475,-12.841084
8.562053,10.897863,0.7376804,-11.701535
8.96554,11.161944,0.9142414,-12.041016
8.769773,11.21583,0.8725803,-12.301298
8.323534,10.642168,0.80006146,-11.945369
8.778024,11.033778,0.76662856,-13.480645
9.222252,11.478995,1.0400574,-12.954099
8.37399,10.448949,0.46355513,-12.230226
8.184326,10.953717,0.733719,-13.739376
8.683742,11.007772,1.0542032,-11.7929
8.726359,11.0957,0.5219483,-13.811758
8.629929,11.112704,0.8565164,-12.701347
8.1609745,10.515612,0.674511,-15.538723
8.352627,11.077253,0.6849782,-13.326469
8.772188,11.022902,0.817467,-14.866846
9.030719,11.123417,0.94661117,-13.076007
8.866921,11.311018,0.7620726,-13.501321
9.362609,11.64892,1.174762,-12.310119
9.004901,11.275618,0.9910899,-12.2787075
8.455803,10.831483,0.97478336,-11.562561
8.301025,10.663399,0.75716853,-12.001521
9.130999,11.384136,1.0647854,-14.658094
8.376731,11.056826,0.77308965,-12.714241
8.687668,11.127054,0.7021585,-12.420596
8.321588,10.730403,0.60714775,-13.499289
8.910188,11.067413,0.7511912,-13.381361
8.983108,11.453346,0.9461507,-13.855155
8.590177,11.270416,0.62458,-12.931259
8.20567,10.697669,0.8242432,-12.673858
8.795827,11.150479,0.8204449,-12.103421
8.127459,10.771706,0.76369846,-13.84968
8.500205,10.780099,0.71884483,-12.083155
8.508837,10.880201,0.78645366,-13.490881
8.407766,10.802303,0.8410098,-13.036377
9.173441,11.396036,1.1997778,-14.759272
8.155603,10.7468195,0.827266,-13.94086
9.077432,11.389935,1.0360931,-13.481391
8.42087,11.036037,0.6577018,-13.287915
8.822888,11.169799,0.9551865,-11.861969
8.52119,10.902972,0.79406714,-12.5789175
8.610418,11.2544365,0.69330066,-14.332105
8.135861,10.301995,0.5193225,-12.673339
8.289408,10.642882,0.8052988,-12.0204315
8.818634,11.483843,0.912705,-13.667858
8.904984,11.376165,0.8616689,-14.77253
8.4313,10.837786,0.6392473,-12.960518
8.161788,10.622492,0.8654911,-11.594213
8.466861,11.099142,0.88001764,-12.225206
8.490057,10.94775,0.87531465,-12.669078
7.9746737,10.450411,0.7088125,-11.661658
8.467029,10.5954,0.6329171,-12.678759
9.162031,11.446946,0.8981406,-13.58086
9.014184,11.18715,0.93789595,-13.715567
8.445733,10.945323,0.77835464,-12.720472
8.29378,10.235134,0.9016944,-11.500136
8.833089,11.38834,0.93973345,-13.448188
8.6962,10.985738,0.963243,-11.980029
8.487,11.124136,0.62314105,-13.598789
8.152207,10.655652,0.7221101,-11.790802
9.183559,11.51116,1.1353439,-12.957578
8.508666,10.929026,0.7900045,-12.682967
8.666887,11.139991,0.86596775,-17.95599
8.17543,10.925809,0.5316138,-14.382933
9.259099,11.396261,0.8504033,-12.4842
8.619409,11.179953,0.6245656,-13.110433
8.256588,10.882214,0.3952691,-12.553703
8.61605,11.001535,0.689199,-14.307445
8.62338,11.127086,0.8745047,-13.41925
8.456146,10.67913,0.7189857,-12.730425
8.744321,11.18864,0.865904,-12.585579
8.107752,10.356687,0.5842104,-12.5259
8.210446,11.034667,0.69665897,-13.221115
9.196495,11.364882,0.9632568,-12.388489
8.552331,11.054191,0.663951,-16.557152
8.748006,11.328912,0.7934414,-12.414837
8.735068,11.201993,0.9988607,-17.130632
8.095736,10.886819,0.5964153,-12.82008
9.007057,11.232301,0.81773293,-13.264655
8.656078,11.099237,0.7759023,-15.048623
8.406919,10.90239,0.7066892,-12.534653
9.200018,11.292184,0.9905778,-12.427171
8.247624,11.023676,0.7038135,-12.704485
8.588354,11.035845,0.9421649,-12.985368
8.869931,11.341394,0.90179706,-12.785033
7.6423874,10.215687,0.71858966,-11.019389
8.735377,11.004869,0.81230223,-13.5430565
8.520588,11.000722,0.7766223,-14.270423
8.269849,10.746964,0.8052738,-11.995888
8.035815,10.7200775,0.58639085,-13.03709
8.704628,10.951314,0.8746084,-14.361875
8.243711,10.91262,0.59899485,-12.970489
8.432245,10.951415,0.66503876,-16.4688
8.506189,10.905863,0.82269084,-15.358845
8.570976,10.941886,0.8744096,-13.868063
8.831409,11.069857,0.9162175,-12.834659
8.379666,11.226487,0.8885769,-14.383539
8.389097,11.058766,1.0395834,-14.667621
8.304117,10.57429,0.61069113,-11.993296
8.425492,10.821877,0.5155634,-12.695586
8.440564,11.310925,0.8470919,-11.32834
8.758128,11.071297,0.90309656,-13.899493
8.358152,11.0173,0.6477912,-12.756487
8.154899,10.512953,0.9544347,-11.560295
8.378672,10.631634,0.7925613,-12.108239
8.472727,10.869531,0.86657643,-11.7439375
8.108469,10.809197,0.3325154,-15.353981
8.590126,10.520205,0.8528004,-13.918217
8.561545,11.178689,0.6417687,-12.744602
8.422588,11.139419,0.8694613,-13.570831
8.455157,11.016103,0.95234287,-12.606616
9.141119,11.450078,1.0737377,-13.705076
8.714476,10.884381,1.0735886,-12.121085
8.408567,11.123157,0.7580426,-13.333603
8.599542,11.199261,0.78728926,-13.4540415
7.971633,10.597629,0.66462743,-11.591348
8.748632,10.979303,0.9163703,-13.1866455
8.701247,11.312853,0.9321724,-14.155351
8.418297,11.065376,0.76273406,-12.573612
8.356313,10.751399,0.7554561,-15.307837
8.964878,11.26647,1.0402292,-14.38118
8.270999,11.032591,0.42926264,-14.608925
8.528458,11.031715,0.85426193,-11.545488
8.062819,10.615035,0.7278913,-11.823227
8.475921,10.81055,0.8621242,-13.135016
8.693676,11.19283,0.59527403,-13.501986
8.544339,11.008255,0.8136079,-15.528988
8.550835,11.058948,0.6829984,-13.252074
8.891089,11.192961,0.9941013,-12.025723
8.481595,10.94278,0.6838185,-12.933809
8.047424,10.4536705,0.7075351,-12.2562
8.384384,10.980848,0.6953368,-13.783001
8.664811,10.5991,0.6298853,-12.759236
8.296649,10.657012,0.7919094,-11.534425
9.179374,11.204329,1.0787965,-11.759168
8.6362295,11.182623,0.8216815,-12.671778
8.485333,10.972364,0.7086374,-11.174724
8.8832855,11.350278,0.8284354,-12.209004
8.784353,11.31275,0.9848711,-15.577537
8.55628,11.212117,0.88237536,-13.125669
8.628757,11.135777,0.77565324,-15.149809
8.236268,10.937587,0.77821726,-12.69983
8.152499,10.6819,0.8571156,-13.944532
8.512094,10.970833,0.5830852,-11.802192
8.785767,11.238332,0.77267104,-12.669885
8.431721,10.948269,0.86323696,-13.320101
8.826849,11.202752,0.8971701,-13.492217
8.811861,11.3803005,0.9207599,-15.982502
8.48604,11.0684185,0.71002954,-13.067491
9.128434,11.277424,1.1311475,-12.389159
8.82998,11.075774,0.84592986,-12.147696
8.656995,11.204386,0.688032,-13.423348
8.251721,10.754406,0.58688474,-13.407711
8.38982,11.11579,0.71678245,-12.79414
8.249322,10.588873,0.9877998,-12.902592
7.726798,10.28695,0.5823289,-11.358598
8.873889,11.248638,0.89573216,-12.0553665
8.566691,10.9523535,0.8899708,-13.719999
8.435619,10.879484,0.7003775,-12.017559
9.101934,11.286677,1.0584645,-13.259489
8.81525,11.264451,0.9352018,-15.742798
8.476096,11.101748,0.8793756,-13.437353
8.455555,11.142466,0.6754577,-15.726402
8.100987,10.639603,0.6932773,-12.832423
8.801081,11.127735,0.8525597,-13.095845
8.6109495,11.078458,0.9889595,-13.828849
7.9552207,10.135293,0.97540927,-11.420844
8.060177,10.380332,0.71385837,-12.102986
8.304509,10.713473,0.7731418,-12.494591
9.0898695,11.185957,0.942815,-12.694075
8.490017,10.75332,0.83729684,-13.729769
8.262253,10.635776,0.86518735,-14.09484
8.488705,11.245636,0.74921,-13.534333
7.363281,10.068285,0.6109071,-12.40785
8.666695,10.991581,0.7152008,-12.10059
8.462432,10.672604,0.74435866,-12.199821
8.72277,11.035716,1.0098187,-14.116213
8.799009,11.271491,0.9735314,-13.319751
8.90652,11.262876,0.9726254,-16.27296
8.436731,10.944882,0.771495,-12.541539
8.893241,11.545849,1.1309226,-11.76961
8.2869,11.045271,0.59500074,-13.456902
8.333616,10.889864,0.7793298,-13.5715475
8.331899,10.78884,0.7716745,-14.954523
8.863991,11.25597,0.78471833,-14.249519
8.644925,11.219112,0.7856309,-13.079652
9.141878,11.459615,1.0634345,-13.936737
8.353357,10.686848,0.83398116,-12.5528755
8.449151,11.015946,0.8344598,-11.626342
8.43459,10.79458,0.72755945,-14.3408985
8.345318,11.073887,0.6339583,-13.559535
8.639125,11.0961075,1.0040463,-11.973655
8.317214,10.81607,0.8169352,-12.429597
8.219636,10.605547,0.7755096,-15.170741
8.159197,10.398404,0.74722695,-11.358423
8.764187,11.180712,0.87070644,-12.762472
8.182212,10.836672,0.764582,-14.30594
8.7329855,10.955493,0.56797457,-12.893904
8.169299,10.999435,0.65067786,-13.047827
8.634087,11.208862,0.6830043,-12.069273
8.809508,11.200517,1.0132042,-15.118957
8.716949,11.09337,0.88417065,-12.701056
8.425671,10.916811,0.5562484,-12.92972
8.370981,10.427129,0.7118596,-12.743166
8.640707,10.986111,0.85409606,-14.966568
8.717661,10.977628,0.8738744,-12.415399
8.798679,11.230118,0.92014164,-14.579333
8.285895,10.969459,0.7731081,-15.880785
8.754053,11.422767,0.8110789,-12.827233
8.236338,10.570513,0.7720334,-15.236355
8.304951,10.757038,0.753804,-12.660976
9.0496645,11.374518,0.9266649,-12.210007
8.693719,11.171673,0.8948449,-11.64918
8.300597,11.017115,0.7278298,-12.404366
8.691884,11.267111,0.7003673,-13.069593
8.222059,10.659063,0.69307595,-12.596765
8.875365,11.404656,0.8193021,-13.922613
8.453258,11.163129,0.59094703,-15.865778
8.711008,11.396223,0.882638,-12.579273
8.786899,11.183132,0.8625131,-12.633111
8.773412,11.247199,0.8655082,-14.851233
8.754232,10.675664,0.82267815,-13.262924
7.401963,10.040987,0.7405708,-12.180885
8.101117,10.324202,0.49055985,-12.607519
8.934217,11.106197,0.8877553,-13.357428
8.512689,10.866292,0.6989791,-12.263675
8.384607,10.923325,0.66841924,-13.375533
8.241248,10.6045265,0.72463536,-12.819019
8.314509,10.618021,0.78003633,-12.123936
8.795553,11.2027445,0.8996427,-13.2057085
8.662109,10.86789,0.63816947,-12.317283
8.770365,11.004519,0.7833233,-12.908149
9.182195,11.269205,1.1489494,-13.199624
7.8783445,10.360305,0.73370695,-11.192602
8.577129,11.087135,0.7221446,-11.354001
8.3628845,10.964332,0.73207736,-13.031348
8.788012,10.6364155,0.87825316,-12.091921
9.072267,11.382205,0.9594856,-11.141174
9.5087385,11.742161,1.2135018,-12.851806
8.920506,11.18921,0.9501554,-12.897026
8.457199,10.567747,0.73906463,-13.6824875
8.269162,10.990922,0.68684304,-12.860146
8.302061,10.403039,0.6541668,-12.552847
8.667879,11.052093,0.53373826,-14.5940075
8.32944,10.862311,0.7427845,-12.603434
8.484021,10.989814,0.8013706,-15.97167
8.506021,11.202634,0.8381494,-15.894684
8.499128,11.152504,0.62956804,-13.308456
8.591061,10.603885,0.49553806,-13.04272
8.320475,10.9057665,0.76621556,-13.416983
8.014541,10.326155,0.77486914,-12.685043
8.482337,10.556003,0.9764879,-12.998996
8.299828,10.930803,0.6188713,-12.449591
7.9860673,10.341354,0.7691315,-11.68614
8.097541,10.566723,0.4704213,-11.783943
7.93522,10.375467,0.7541249,-12.210059
8.669802,11.211709,0.67152506,-12.969941
9.037693,11.3126745,1.0435863,-12.772051
8.713553,11.328854,0.9369377,-14.147258
8.33891,11.000794,0.8969251,-12.367955
8.616331,11.249398,0.5907103,-12.841181
8.192883,10.535664,0.86813295,-11.730997
8.242059,10.796848,0.8374423,-13.957036
8.012703,10.204542,0.9251179,-11.499306
8.509221,10.672176,0.81391954,-12.397267
7.959079,10.449118,0.71944517,-13.258379
8.340395,10.782825,0.6698154,-13.694831
8.247937,10.524621,0.4105009,-12.676992
8.902032,11.470409,0.8478555,-12.968173
8.67164,11.17236,0.78257835,-12.95953
8.503896,11.000466,0.53503877,-13.084354
8.937039,10.9959135,0.9406835,-12.987355
9.002703,11.453513,1.085403,-19.237944
9.121393,11.439059,1.069021,-12.814981
8.858702,11.268092,0.8188242,-13.225819
8.1931925,10.370808,0.44281128,-12.533008
8.24053,10.666794,0.7064874,-17.34944
8.620392,10.99369,0.90296954,-13.485581
8.447999,10.801092,0.7221012,-16.072418
8.379871,10.993507,0.75832295,-12.7436695
9.164556,11.331208,1.0594046,-12.967414
9.171772,11.246776,1.0070691,-12.481018
8.597691,10.945831,0.5302116,-11.71546
9.008457,11.326865,0.9343498,-13.288803
8.746326,11.117958,0.9376141,-12.880193
8.688874,11.154595,0.63861877,-12.748526
8.235859,10.6038265,0.7849666,-14.8498745
7.856391,10.09984,0.6906122,-11.166128
8.710058,11.233487,0.9745748,-12.862793
8.797462,11.056537,0.89258075,-12.569689
8.657781,11.025054,0.99964887,-12.542123
8.26427,10.88536,0.6075633,-11.756668
8.30877,10.84978,0.820551,-11.668678
8.554526,10.224828,0.9034982,-11.994533
7.8211093,10.139281,0.7860466,-12.071253
8.502136,10.7922125,0.7386625,-12.337251
8.793156,10.802075,1.0285089,-11.791629
8.621456,10.841241,0.94694775,-12.562576
8.602493,11.141925,0.9298451,-13.120699
8.290497,10.935799,0.52132744,-12.525573
8.929424,11.040458,0.87810737,-12.410217
8.553035,10.90631,0.75218225,-13.214701
8.280482,10.771721,0.7834402,-13.863873
8.730613,11.146533,0.84688175,-12.125472
8.248368,10.755498,0.5114634,-12.98995
8.523793,10.917504,0.7496707,-12.077304
8.862566,11.107613,0.92248124,-11.560719
8.585681,11.227029,0.802441,-14.08796
8.596677,10.900195,0.8487307,-11.656711
7.9962945,10.351763,0.4341852,-11.772353
8.996134,11.264085,0.7391146,-11.958248
8.088797,10.865831,0.6845623,-13.0651245
8.242738,11.013449,0.5700234,-13.866503
8.779607,11.26853,0.92606795,-11.723017
9.537051,11.740015,1.4205669,-13.455656
8.254706,10.390562,0.80850327,-13.577421
8.012381,10.464268,0.86486185,-13.065813
8.60978,11.169653,0.8160393,-11.662413
8.420201,11.044016,0.8237103,-11.712639
8.537993,10.513376,0.95211476,-12.854356
8.504584,10.813156,0.7621613,-11.872968
8.812649,11.27933,0.7431397,-13.143334
8.937436,11.3428755,0.9059423,-13.297491
8.231529,10.843802,0.44762546,-14.059849
9.111052,11.418772,0.45114917,-15.180649
9.110372,11.287472,0.8363809,-13.316662
8.057528,10.83477,0.1084266,-13.216594
8.554146,10.733249,0.86169684,-12.517604
8.597191,11.057725,0.6119264,-12.681795
10.116824,11.987253,1.3959793,-12.60499
8.212311,10.8798685,0.6999497,-12.97368
8.572221,10.974144,0.97745603,-12.8475065
9.080262,11.228706,1.032769,-21.144606
9.160119,11.374519,1.1264446,-11.946904
9.315838,11.50665,0.8869187,-12.50734
9.046302,10.972857,0.96690786,-11.675751
6.7428794,10.213221,0.17181985,-11.891426
8.208314,10.310153,0.84756655,-12.740074
8.121508,10.4844055,0.90834916,-11.591682
8.297239,10.6140175,0.87537014,-12.206757
8.526889,10.937273,0.97572,-12.15023
8.651636,10.719527,0.9077185,-12.043726
7.8652406,10.083322,0.88921404,-11.765675
8.338079,10.422754,0.88654727,-12.72962
7.588434,10.522234,0.10513714,-12.385494
7.3386264,10.242441,-0.18104826,-13.52578
8.663251,10.853424,0.9303798,-12.96517
8.120823,10.87364,0.5011674,-14.7932
8.45227,10.7996435,0.5722769,-13.2124815
8.550478,10.854957,0.8180001,-12.197936
8.558588,10.98585,0.82234585,-14.082024
8.24868,10.587166,0.65074503,-13.132656
8.657815,11.0561,0.6886484,-13.409587
8.348542,10.5907955,0.51635313,-15.899388
8.278974,10.788571,0.8016948,-13.926752
8.509881,10.7716055,0.9252399,-12.223138
8.370273,10.824828,0.6332625,-13.129476
9.135654,11.457217,1.0080433,-14.029907
8.146429,10.684614,0.7743595,-13.968449
8.79669,11.041795,0.7731122,-15.282697
8.272546,10.9071045,0.7544699,-12.795382
8.772316,11.2731,0.900414,-13.880934
8.425883,10.749608,0.6300948,-12.8492775
8.581696,11.220314,0.7813664,-12.405638
8.56522,10.9189005,0.7324971,-13.277336
8.616013,10.811219,0.7916117,-12.548608
8.438336,10.832157,0.8172107,-13.371483
8.074302,10.468285,0.73085934,-11.5296135
